"","X","BeerID","Name","StyleID","Beer_Style","Page_Views","Recipe_Type","Rating","Yield","Description","Ingredients","Procedure"
"3368",3368,3368,"HopHead Stout 1",19,"Baltic Porter",243,"all-grain","0-0","15 US gallons","0","21 lbs 8.0 oz - Golden Promise (Simpsons) (2.0 SRM) (Grain) 5 lbs 3.2 oz - Pilsen Malt 2-Row (Briess) (1.0 SRM) (Grain) 5 lbs - Wheat - White Malt (Briess) (2.3 SRM) (Grain) 2 lbs - Caramel/Crystal Malt - 60L (60.0 SRM) (Grain) 1 lbs 8.0 oz - Chocolate (Briess) (350.0 SRM) (Grain) 1 lbs - Chocolate (Briess) (350.0 SRM) (Grain) 1 lbs - Coffee (165.0 SRM) (Grain) 3.0 oz - Simcoe [13.0%] - Boil 30 min (Hops) 2.0 oz - Citra [12.0%] - Boil 30 min (Hops) 2.0 oz - Warrior [15.0%] - Boil 30 min (Hops) 1.5 oz - Ahtanum [6.0%] - Boil 30 min (Hops) 2.0 oz - Citra [12.0%] - Boil 20 min (Hops) 1.0 oz - Warrior [15.0%] - Boil 20 min (Hops) 3.00 - Whirlfloc Tablet (Boil 15 min) (Misc) 3.0 oz - Simcoe [13.0%] - Boil 10 min (Hops) 1.5 oz - Ahtanum [6.0%] - Boil 10 min (Hops) 1.5 oz - Citra [12.0%] - Boil 10 min (Hops) 3 pkgs - Safale American (DCL/Fermentis #US-05) (Yeast) 6.00 oz - Oak Chips (Secondary 7 days) (Misc)","0"
"3706",3706,3706,"Dark Side of the Ale",19,"Baltic Porter",6247,"all-grain","0-0","5.55 US gallons","tastes great from the fermenter!!","5.55 gal - Perth (Water) 6 lbs 9.8 oz - Kirin Malt (3.0 SRM) (Grain) 4 lbs 6.5 oz - Pale Malt, Traditional Ale (Joe White) (3.0 SRM) (Grain) 1 lbs 1.6 oz - Munich, Light (Joe White) (9.0 SRM) (Grain) 14.1 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 7.1 oz - Chocolate Malt (Joe White) (381.0 SRM) (Grain) 3.5 oz - Crystal, Dark (Joe White) (110.0 SRM) (Grain) 0.7 oz - Northern Brewer [9.1%] - Boil 60 min (Hops) 0.7 oz - Fuggles [4.5%] - Boil 30 min (Hops) 1.00 tsp - Irish Moss (Boil 10 min) (Misc) 0.4 oz - Amarillo Gold [8.5%] - Steep 10 min (Hops) 1 pkgs - SafAle American Ale (DCL Yeast #S-056) (Yeast)","0"
"3833",3833,3833,"Double Baltic C Porter",19,"Baltic Porter",3762,"extract","0-0","5 US gallons","0","1 lbs - Cara-Pils/Dextrine (2.0 SRM) (Grain) 1 lbs - Caramel/Crystal Malt - 80L (80.0 SRM) (Grain) 1 lbs - Chocolate Malt (350.0 SRM) (Grain) 2.0 oz - Toasted Malt (27.0 SRM) (Grain) 1 lbs - Caraamber (30.0 SRM) (Grain) 7 lbs - Amber Liquid Extract (12.5 SRM) (Grain) 1.0 oz - Cascade [5.5%] - Boil 60 min (Hops) 0.25 tsp - Irish Moss (Boil 10 min) (Misc) 1.0 oz - Cascade [5.5%] - Steep 5 min (Hops) 1 pkgs - Saflager Lager (DCL/Fermentis #W-34/70) (Yeast) 1.00 tsp - Yeast Nutrient (Primary 3 days) (Misc) 2 lbs - Brown Sugar, Light (8.0 SRM) (Grain) 6.60 oz - Cacao nibs (Secondary 2 weeks) (Misc)","0"
"3874",3874,3874,"Big Butt Baltic Porter",19,"Baltic Porter",4941,"all-grain","0-0","5.5 US gallons","0","5.50 gal - Royal Oaks Water (Water) 12 lbs - Pale Malt (2 Row) US (2.0 SRM) (Grain) 4 lbs - Munich Malt (9.0 SRM) (Grain) 1 lbs - Carafa III (525.0 SRM) (Grain) 1 lbs - Caramel/Crystal Malt -120L (120.0 SRM) (Grain) 1 lbs - Chocolate Malt (350.0 SRM) (Grain) 0.25 tsp - Yeast Nutrient (Boil 50 min) (Misc) 0.50 tsp - Irish Moss (Boil 40 min) (Misc) 1.0 oz - Hallertauer Hersbrucker [4.0%] - Boil 30 min (Hops) 1.0 oz - Northern Brewer [8.6%] - Boil 30 min (Hops) 1.0 oz - Saaz [3.3%] - Boil 30 min (Hops) 1 pkgs - San Francisco Lager (White Labs #WLP810) (Yeast)","0"
"3979",3979,3979,"Borders Porter",19,"Baltic Porter",3940,"all-grain","0-0","5.5 US gallons","Big Malty Aroma w Choc notes. Light fruitiness w understated alc. Very Deep Brown w good clarity &amp; reddish hues. Good lasting Tan head. Deep sweetness w malt &amp; raisins. Almost cloying but it stops short &amp; leaves you wanting another sip. good example,","17 lbs - Pale Malt (Weyermann) (3.3 SRM) (Grain) 10.0 oz - Briess Carmel Malt 20L (21.0 SRM) (Grain) 10.0 oz - Briess Carmel Malt 80L (81.0 SRM) (Grain) 5.0 oz - Munich Malt (9.0 SRM) (Grain) 5.0 oz - Black (Patent) Malt (500.0 SRM) (Grain) 5.0 oz - Chocolate Malt (450.0 SRM) (Grain) 8.0 oz - Molasses (80.0 SRM) (Grain) 2.8 oz - Saazer [4.6%] - Boil 90 min (Hops) 0.8 oz - Saazer [4.6%] - Boil 5 min (Hops) 1 pkgs - Windsor Yeast (Lallemand #-) (Yeast)","0"
"4247",4247,4247,"Jamil's Zek's Porter",19,"Baltic Porter",2885,"all-grain","0-0","5 US gallons","0","9.47 gal - The brewer&#39;s water (Water) 11 lbs 16.0 oz - US Munich 10L Malt (10.0 SRM) (Grain) 6 lbs 16.0 oz - Gambrinus Pilsner Malt (1.6 SRM) (Grain) 8.0 oz - Belgian Special B (147.0 SRM) (Grain) 8.0 oz - US Caramel 60L Malt (60.0 SRM) (Grain) 6.0 oz - German Carafa Special II (430.0 SRM) (Grain) 4.0 oz - US Chocolate Malt (350.0 SRM) (Grain) 2.9 oz - Polish Lublin [3.5%] - Boil 60 min (Hops) 1.0 oz - Polish Lublin [3.5%] - Boil 15 min (Hops) 4 pkgs - Wyeast 2206-Bavarian Lager ( #) (Yeast)","0"
"4364",4364,4364,"Birdsall Baltic Porter",19,"Baltic Porter",4403,"all-grain","0-0","5 US gallons","Delicious. oak up front. Chocolate, fruit. Nice head.","15 lbs - Pale Malt (2 Row) US (2.0 SRM) (Grain) 1 lbs 8.0 oz - Caramel Malt - 80L 6-Row (Briess) (80.0 SRM) (Grain) 8.0 oz - Black (Patent) Malt (500.0 SRM) (Grain) 8.0 oz - Chocolate Malt (450.0 SRM) (Grain) 8.0 oz - Chocolate Rye (Weyermann) (245.0 SRM) (Grain) 4.0 oz - Munich Malt (9.0 SRM) (Grain) 3.0 oz - Goldings, East Kent [5.0%] - Boil 60 min (Hops) 1 pkgs - English Ale (White Labs #WLP002) (Yeast)","0"
"1222",1222,1222,"Long Winter's Nap 2013",63,"English Barleywine",3680,"partial mash","4-0","10.5 US gallons","third","8.00 g - Baking Soda (Mash 60 min) (Misc) 4.00 g - Calcium Chloride (Mash 60 min) (Misc) 2.00 g - Gypsum (Calcium Sulfate) (Mash 60 min) (Misc) 1.00 - Camdem Tablet (Mash 0 min) (Misc) 24 lbs - Pale Malt, Maris Otter (3.0 SRM) (Grain) 1 lbs - Extra Dark Crystal (British) (160.0 SRM) (Grain) 1 lbs - Medium Crystal (British) (55.0 SRM) (Grain) 2.0 oz - Horizon [12.0%] - Boil 60 min (Hops) 1.0 oz - Glacier [5.6%] - Boil 20 min (Hops) 1.0 oz - Goldings, East Kent [5.8%] - Boil 20 min (Hops) 2.00 tsp - Irish Moss (Boil 15 min) (Misc) 9 lbs 5.3 oz - Maris Otter LME [Boil for 10 min] (4.5 SRM) (Grain) 1.0 oz - Goldings, East Kent [5.8%] - Steep 30 min (Hops) 0.5 oz - Glacier [5.6%] - Steep 30 min (Hops) 4 pkgs - London Ale (White Labs #WLP013) (Yeast) 1 lbs 8.0 oz - Sugar, Table (Sucrose) [Boil for 10 min] (1.0 SRM) (Grain)","0"
"1308",1308,1308,"16% Vanilla Bourbon English Barleywine",63,"English Barleywine",7195,"all-grain","4-0","5.75 US gallons","0","34 lbs - Pale Malt (2 Row) US (2.0 SRM) (Grain) 1 lbs - Caramel/Crystal Malt - 60L (60.0 SRM) (Grain) 6.0 oz - Special Roast (Briess) (50.0 SRM) (Grain) 4 lbs - Sugar, Table (Sucrose) (1.0 SRM) (Grain) 1.2 oz - Columbus (Tomahawk) [14.0%] - Boil 90 min (Hops) 2.0 oz - Goldings, East Kent [7.2%] - Boil 15 min (Hops) 1.0 oz - Goldings, East Kent [7.2%] - Steep 0 min (Hops) 3 pkgs - Safale American (DCL/Fermentis #US-05) (Yeast) 2 pkgs - Super High Gravity Ale (White Labs #WLP099) (Yeast)","0"
"2299",2299,2299,"Arctic Devil Barleywine Clone",63,"English Barleywine",2801,"all-grain","0-0","5 US gallons","0","14.03 gal - Redwood City approx of Antwerp, Belgium (Water) 7.01 g - Gypsum (Calcium Sulfate) (Mash 60 min) (Misc) 2.81 g - Calcium Chloride (Mash 60 min) (Misc) 22 lbs - Pale Malt, Maris Otter (3.0 SRM) (Grain) 1 lbs 1.0 oz - Caramel/Crystal Malt -120L (120.0 SRM) (Grain) 6.1 oz - Caramunich Malt (56.0 SRM) (Grain) 15.0 oz - Brown Sugar, Light (8.0 SRM) (Grain) 1.7 oz - Fuggles [4.5%] - Boil 60 min (Hops) 0.9 oz - Challenger [7.5%] - Boil 60 min (Hops) 0.9 oz - Fuggles [4.5%] - Boil 0 min (Hops) 0.1 oz - Challenger [7.5%] - Boil 0 min (Hops) 2 pkgs - Scottish Ale (Wyeast Labs #1728) (Yeast) 10.0 oz - Fuggles [4.5%] - Dry Hop 10 days (Hops)","0"
"2648",2648,2648,"Carboy Crash",63,"English Barleywine",2343,"all-grain","0-0","15 US gallons","0","2 lbs - Rice Hulls (0.0 SRM) (Grain) 50 lbs - Pale Malt, Maris Otter (3.0 SRM) (Grain) 6 lbs - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 4 lbs - Caramunich Malt (56.0 SRM) (Grain) 2 lbs - Caramel/Crystal Malt -120L (120.0 SRM) (Grain) 4.0 oz - Target [11.0%] - Boil 90 min (Hops) 4.0 oz - Goldings, East Kent [5.0%] - Boil 15 min (Hops) 3.0 oz - Goldings, East Kent [5.0%] - Boil 5 min (Hops) 2 pkgs - Safale American (DCL/Fermentis #US-05) (Yeast)","0"
"2659",2659,2659,"Ebulon",63,"English Barleywine",2326,"all-grain","0-0","1 US gallons","0","4 lbs - Pale Malt, Maris Otter (3.0 SRM) (Grain) 3.00 oz - Elderberries (Boil 30 min) (Misc) 1.0 oz - Fuggles [4.5%] - Boil 30 min (Hops) 0 pkgs - Scottish Ale (Wyeast Labs #1728) (Yeast)","0"
"2677",2677,2677,"English Barleywine NHC 2014",63,"English Barleywine",5380,"all-grain","0-0","5 US gallons","0","10.00 gal - Distilled Water (Water) 4.50 gal - Atascadero Water (Water) 10.00 g - Calcium Chloride (Mash 60 min) (Misc) 4.00 g - Epsom Salt (MgSO4) (Mash 60 min) (Misc) 4.00 g - Gypsum (Calcium Sulfate) (Mash 60 min) (Misc) 18 lbs 8.0 oz - Maris Otter (Crisp) (4.0 SRM) (Grain) 12.8 oz - Caramunich II (Weyermann) (63.0 SRM) (Grain) 9.6 oz - Caramel Malt - 120L (Briess) (120.0 SRM) (Grain) 6.4 oz - Acidulated (Weyermann) (1.8 SRM) (Grain) 1.8 oz - Magnum [12.2%] - Boil 60 min (Hops) 1.0 oz - East Kent Goldings (EKG) [5.0%] - Boil 20 min (Hops) 1.00 - Whirlfloc Tablet (Boil 15 min) (Misc) 1.00 tsp - Yeast Nutrient (Boil 10 min) (Misc) 1.00 - Wort Chiller (Boil 5 min) (Misc) 1.0 oz - East Kent Goldings (EKG) [5.0%] - Boil 0 min (Hops) 1 pkgs - London Ale (White Labs #WLP013) (Yeast)","0"
"2678",2678,2678,"English Barley wine",63,"English Barleywine",2958,"all-grain","0-0","10 US gallons","0","35 lbs - Pale Malt (2 Row) US (2.0 SRM) (Grain) 1 lbs 8.0 oz - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 1 lbs 5.7 oz - Acid Malt (3.0 SRM) (Grain) 1 lbs - Chocolate Malt (350.0 SRM) (Grain) 4.0 oz - Centennial [10.0%] - Boil 60 min (Hops) 2.0 oz - Chinook [13.0%] - Boil 15 min (Hops)","0"
"2690",2690,2690,"Millstadt First Born Son English Barleywine",63,"English Barleywine",2116,"all-grain","0-0","10 US gallons","0","29 lbs - Pale Malt, Maris Otter (3.0 SRM) (Grain) 5 lbs 5.3 oz - Munich Malt (9.0 SRM) (Grain) 4 lbs - Crystal Malt - 60L (Thomas Fawcett) (60.0 SRM) (Grain) 4 lbs - Dememera Sugar (2.0 SRM) (Grain) 10.0 oz - Target [7.0%] - Boil 60 min (Hops) 4.0 oz - Target [9.5%] - Boil 60 min (Hops) 5.3 oz - Goldings, East Kent [7.2%] - Boil 15 min (Hops) 4 pkgs - Dry English Ale (White Labs #WLP007) (Yeast)","0"
"2729",2729,2729,"Barley Wine 2",63,"English Barleywine",1913,"all-grain","0-0","5.81 US gallons","0","13 lbs 3.6 oz - DMG Pilsner (2.0 SRM) (Grain) 2 lbs 12.1 oz - DMG M&uuml;nchen (7.6 SRM) (Grain) 1 lbs 1.6 oz - Biscuit Malt (23.0 SRM) (Grain) 1 lbs 1.6 oz - Cara Hell (12.7 SRM) (Grain) 8.8 oz - Aromamalt (Castle Malting) (50.8 SRM) (Grain) 8.8 oz - Special B Malt (180.0 SRM) (Grain) 5.3 oz - Smoked Malt (Weyermann) (2.0 SRM) (Grain) 0.6 oz - Agnus [12.5%] - Boil 60 min (Hops) 0.7 oz - Zladek [8.0%] - Boil 30 min (Hops) 1.00 tsp - Irish Moss (Boil 10 min) (Misc) 2.8 oz - Prima Donna [5.0%] - Boil 10 min (Hops) 111.00 g - BrewBody (Boil 5 min) (Misc) 1 pkgs - British Ale (White Labs #WLP005) (Yeast) 1.00 tsp - Yeast Nutrient (Primary 3 days) (Misc) 1 lbs 1.6 oz - Belgian Candi Sugar Rocks (228.4 SRM) (Grain)","0"
"2805",2805,2805,"Julebarley",63,"English Barleywine",805,"partial mash","0-0","5 US gallons","0","12 lbs 2.0 oz - Pale Malt, Maris Otter (3.0 SRM) (Grain) 2 lbs 3.3 oz - Victory Malt (25.0 SRM) (Grain) 1 lbs 1.6 oz - Caramel/Crystal Malt - 60L (60.0 SRM) (Grain) 10.6 oz - Oats, Flaked (1.0 SRM) (Grain) 4 lbs 6.5 oz - Pale Liquid Extract (8.0 SRM) (Grain) 14.1 oz - Sugar, Table (Sucrose) (1.0 SRM) (Grain) 1.8 oz - Challenger [7.5%] - Boil 60 min (Hops) 0.7 oz - Challenger [7.5%] - Boil 60 min (Hops) 1.1 oz - Challenger [7.5%] - Boil 30 min (Hops) 1.8 oz - Goldings, East Kent [5.0%] - Boil 5 min (Hops) 1.8 oz - Goldings, East Kent [5.0%] - Boil 1 min (Hops) 1 pkgs - London Ale Yeast (Wyeast Labs #1028) (Yeast) 60.00 g - Oak Chips (Secondary 7 days) (Misc)","0"
"2814",2814,2814,"Julebarley v2",63,"English Barleywine",2170,"partial mash","0-0","5 US gallons","0","11 lbs 0.4 oz - Pale Malt, Maris Otter (3.0 SRM) (Grain) 2 lbs 3.3 oz - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 1 lbs 1.6 oz - Smoked Malt (9.0 SRM) (Grain) 8.8 oz - Special B Malt (180.0 SRM) (Grain) 1.8 oz - Challenger [7.5%] - Boil 60 min (Hops) 0.7 oz - Challenger [7.5%] - Boil 60 min (Hops) 4 lbs 6.5 oz - Pale Liquid Extract [Boil for 50 min] (8.0 SRM) (Grain) 1 lbs 1.6 oz - Sugar, Table (Sucrose) [Boil for 50 min] (1.0 SRM) (Grain) 1.1 oz - Challenger [7.5%] - Boil 30 min (Hops) 1.8 oz - Goldings, East Kent [5.0%] - Boil 5 min (Hops) 1.8 oz - Goldings, East Kent [5.0%] - Boil 1 min (Hops) 1 pkgs - London Ale Yeast (Wyeast Labs #1028) (Yeast) 3.5 oz - East Kent Goldings (EKG) [5.0%] - Dry Hop 14 days (Hops) 60.00 g - Oak Chips - akevitt (Secondary 7 weeks) (Misc)","0"
"2831",2831,2831,"Wheaton",63,"English Barleywine",2367,"all-grain","0-0","6.5 US gallons","0","1 lbs 1.6 oz - Rice Hulls (0.0 SRM) (Grain) 15 lbs 6.9 oz - Wheat Malt, Ger (2.0 SRM) (Grain) 8 lbs 13.1 oz - Pilsner (2 Row) UK (1.0 SRM) (Grain) 2 lbs 3.3 oz - Wheat, Flaked (1.6 SRM) (Grain) 10.6 oz - Caramel/Crystal Malt - Pale Crystal - 40L (35.5 SRM) (Grain) 7.1 oz - Honey Malt (25.0 SRM) (Grain) 1.0 oz - Citra (CopperKettle) [13.8%] - Boil 60 min (Hops) 0.9 oz - Magnum (Copper Kettle, 2009 harvest) [14.5%] - Boil 60 min (Hops) 0.7 oz - Amarillo Gold [10.7%] - Boil 60 min (Hops) 0.7 oz - Target (Copper Kettle) [13.0%] - Boil 60 min (Hops) 0.5 oz - Challenger [7.5%] - Boil 60 min (Hops) 0.5 oz - Amarillo Gold [10.7%] - Boil 15 min (Hops) 0.5 oz - Bramling Cross (CopperKettle) [6.9%] - Boil 5 min (Hops) 0.5 oz - Cascade 2005 [5.3%] - Boil 5 min (Hops) 0.5 oz - Citra (CopperKettle) [13.8%] - Boil 5 min (Hops) 1.1 oz - Williamette (Copper Kettle) [4.8%] - Steep 5 min (Hops) 0.5 oz - Cascade 2005 [5.3%] - Steep 5 min (Hops) 0.5 oz - Citra (CopperKettle) [13.8%] - Steep 60 min (Hops) 0.0 oz - Bramling Cross (CopperKettle) [6.9%] - Steep 5 min (Hops) 1 pkgs - SafAle English Ale (DCL/Fermentis #S-04) (Yeast) 1 pkgs - SafAle English Ale (DCL/Fermentis #S-04) (Yeast)","0"
"2943",2943,2943,"Truman XXXK",63,"English Barleywine",4691,"all-grain","0-0","6 US gallons","0","24 lbs 8.0 oz - Pale Malt (2 Row) UK (3.0 SRM) (Grain) 6.0 oz - Goldings, East Kent [5.0%] - Boil 90 min (Hops) 6.0 oz - Goldings, East Kent [5.0%] - Boil 30 min (Hops)","0"
"2962",2962,2962,"Thomas",63,"English Barleywine",3164,"all-grain","0-0","2.15 US gallons","0","7 lbs 8.0 oz - Pale Malt (2 Row) US (2.0 SRM) (Grain) 1.6 oz - Roasted Barley (525.0 SRM) (Grain) 0.3 oz - Northern Brewer [8.5%] - Boil 45 min (Hops) 0.3 oz - Northern Brewer [8.5%] - Boil 35 min (Hops) 1 pkgs - Edinburgh Ale (White Labs #WLP028) (Yeast)","0"
"2978",2978,2978,"Black Barley Wine",63,"English Barleywine",1790,"all-grain","0-0","10.57 US gallons","0","22 lbs 0.7 oz - Vienna Malt (3.5 SRM) (Grain) 6 lbs 9.8 oz - Munich Malt - 10L (10.0 SRM) (Grain) 4 lbs 6.5 oz - Barley, Flaked (1.7 SRM) (Grain) 3 lbs 4.9 oz - Special B Malt (180.0 SRM) (Grain) 2 lbs 3.3 oz - Caramel/Crystal Malt - 20L (20.0 SRM) (Grain) 8.8 oz - Chocolate Malt (350.0 SRM) (Grain) 3 lbs 4.9 oz - Sugar, Table (Sucrose) (1.0 SRM) (Grain) 1.7 oz - Centennial [10.0%] - Boil 60 min (Hops) 1.2 oz - Target [11.0%] - Boil 60 min (Hops) 1.4 oz - Goldings, East Kent [5.0%] - Boil 15 min (Hops) 0.7 oz - Goldings, East Kent [5.0%] - Boil 0 min (Hops) 3 pkgs - Nottingham (Danstar #-) (Yeast)","0"
"2989",2989,2989,"White's Imperial Wit",63,"English Barleywine",3886,"all-grain","0-0","11.5 US gallons","0","1 lbs - Rice Hulls (0.0 SRM) (Grain) 18 lbs - Pale Malt (2 Row) Bel (3.0 SRM) (Grain) 18 lbs - Wheat Malt, Ger (2.0 SRM) (Grain) 5.0 oz - Saaz [4.0%] - Boil 60 min (Hops) 3.00 oz - Coriander Seed (Boil 10 min) (Misc) 3.00 oz - Orange Peel, Bitter (Boil 10 min) (Misc) 3.00 oz - Orange Peel, Sweet (Boil 10 min) (Misc) 1 pkgs - Belgian Wit Ale (White Labs #WLP400) (Yeast) 1 pkgs - Trappist Ale (White Labs #WLP500) (Yeast)","0"
"2994",2994,2994,"Bigfoot's Barleywine",63,"English Barleywine",5404,"partial mash","0-0","10 US gallons","0","1 lbs 0.0 oz - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 1 lbs - Cara-Pils/Dextrine (2.0 SRM) (Grain) 12 lbs - Amber Liquid Extract (12.5 SRM) (Grain) 12 lbs - Dark Liquid Extract (17.5 SRM) (Grain) 2.0 oz - Chinook [13.0%] - Boil 60 min (Hops) 1.0 oz - Chinook [13.0%] - Boil 30 min (Hops) 1.0 oz - Centennial [10.0%] - Boil 15 min (Hops) 4.0 oz - Cascade [5.5%] - Boil 2 min (Hops) 1.0 oz - Centennial [10.0%] - Boil 2 min (Hops) 2 pkgs - California Ale (White Labs #WLP001) (Yeast) 2 pkgs - Champagne Yeast (White Labs #WLP715) (Yeast)","0"
"3034",3034,3034,"Barclay Perkins XXX (1839)",63,"English Barleywine",6072,"all-grain","0-0","5.02 US gallons","Tasting Notes: Big. Very big. Lots of booze and spice. Layers and layers of biscuity malt blended with hop tannins and bitterness. A round sweetness in the middle that is full of fruity hop resins and malt. The bitterness, tannins and spice really dry out the end which lasts well after is is swallowed.","20 lbs 4.3 oz - Mild Malt (4.0 SRM) (Grain) 5.7 oz - Goldings, East Kent [4.5%] - Boil 240 min (Hops) 1 pkgs - Nottingham (Danstar #-) (Yeast) 0.3 oz - Goldings, East Kent [5.0%] - Dry Hop 3 days (Hops)","0"
"3101",3101,3101,"Arrogant Bugger 54p/bt",63,"English Barleywine",761,"all-grain","0-0","11.36 US gallons","0","35 lbs 4.4 oz - Pale Malt (2 Row) US (2.0 SRM) (Grain) 4 lbs 6.5 oz - Special B Malt (180.0 SRM) (Grain) 1.7 oz - Chinook [13.0%] - Boil 85 min (Hops) 1.7 oz - Chinook [13.0%] - Boil 45 min (Hops) 1.7 oz - Chinook [13.0%] - Boil 15 min (Hops) 1.7 oz - Chinook [13.0%] - Boil 0 min (Hops) 1 pkgs - British Ale II (Wyeast Labs #1335) (Yeast)","0"
"3175",3175,3175,"Barley Wine (all grain)",63,"English Barleywine",1982,"all-grain","0-0","5.81 US gallons","0","19 lbs 6.4 oz - Pale Malt, Maris Otter (3.0 SRM) (Grain) 1 lbs 3.4 oz - Crystal, Extra Dark (Simpsons) (160.0 SRM) (Grain) 2.6 oz - Northern Brewer [8.5%] - Boil 60 min (Hops) 1.6 oz - Goldings, B.C. [5.0%] - Boil 15 min (Hops) 1.1 oz - Goldings, East Kent [5.0%] - Boil 0 min (Hops)","0"
"3214",3214,3214,"Barley Wine M-øl",63,"English Barleywine",4606,"all-grain","0-0","6.6 US gallons","0","1 lbs 1.6 oz - Rice Hulls (0.0 SRM) (Grain) 9 lbs 14.7 oz - Pale Malt, Maris Otter (3.0 SRM) (Grain) 9 lbs 14.7 oz - Smoked Malt (Weyermann) (2.0 SRM) (Grain) 4 lbs 6.5 oz - Rye Malt (Weyermann) (3.0 SRM) (Grain) 4 lbs 6.5 oz - Wheat Malt, Ger (2.0 SRM) (Grain) 3.5 oz - Chocolate Malt (450.0 SRM) (Grain) 3.5 oz - Roasted Barley 1100 (558.4 SRM) (Grain) 1.8 oz - Pacific Gem [15.0%] - Boil 60 min (Hops) 3 pkgs - British Ale II (Wyeast Labs #1335) (Yeast)","0"
"3955",3955,3955,"Malted Bliss, Wedding Barley Wine",63,"English Barleywine",3124,"all-grain","0-0","5.5 US gallons","2/21/2005 Early tasting, a touch (just a touch) hot (alc) very drinkable, dangerously drinkable.","18 lbs - Pale Malt, Maris Otter (3.0 SRM) (Grain) 2 lbs 8.0 oz - Caramel/Crystal Malt - 20L (20.0 SRM) (Grain) 2 lbs 4.0 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 2 lbs - Munich I (Weyermann) (7.1 SRM) (Grain) 1 lbs - White Wheat Malt (2.4 SRM) (Grain) 2.0 oz - Chocolate Malt (350.0 SRM) (Grain) 4.0 oz - Goldings, East Kent [4.1%] - Boil 60 min (Hops) 2.0 oz - Goldings, East Kent [4.1%] - Boil 15 min (Hops) 1.0 oz - Goldings, East Kent [4.1%] - Steep 0 min (Hops) 1 pkgs - German Ale (Wyeast Labs #1007) (Yeast) 1 pkgs - London Ale III (Wyeast Labs #1318) (Yeast)","0"
"4269",4269,4269,"Jamil's Hard and Hardy",63,"English Barleywine",3427,"all-grain","0-0","5 US gallons","0","9.73 gal - The brewer&#39;s water (Water) 21 lbs 8.0 oz - UK Pale Ale Malt (3.0 SRM) (Grain) 10.1 oz - US Caramel 120L Malt (120.0 SRM) (Grain) 10.0 oz - US Caramel Munich 60L Malt (60.0 SRM) (Grain) 1.4 oz - US Horizon [13.0%] - Boil 60 min (Hops) 0.6 oz - UK Golding [5.0%] - Boil 20 min (Hops) 0.6 oz - UK Golding [5.0%] - Boil 0 min (Hops) 4 pkgs - Wyeast 1028-London Ale ( #) (Yeast)","0"
"185",185,185,"Biere de oh my garde",29,"Bi<e8>re de Garde",8582,"all-grain","5-0","5 US gallons","Fer","8 lbs 8.0 oz - Pilsner (2 Row) Bel (2.0 SRM) (Grain) 3 lbs 8.0 oz - Munich Malt - 20L (20.0 SRM) (Grain) 8.0 oz - Biscuit Malt (23.0 SRM) (Grain) 8.0 oz - Vienna Malt (3.5 SRM) (Grain) 4.0 oz - Special B Malt (180.0 SRM) (Grain) 1.4 oz - Spalter [4.5%] - Boil 60 min (Hops) 1.00 tsp - Irish Moss (Boil 10 min) (Misc) 1 pkgs - Belgian Lager Yeast (White Labs #WLP815) (Yeast)","0"
"867",867,867,"Bierre de Garde",29,"Bi<e8>re de Garde",2924,"all-grain","4-0","5 US gallons","This was a recipe from a long, but very good, description of the Bier de Garde style.   Best of Show at SNERHC. Judges comments: Delicious, creamy. You captured the earthiness this style requires. Very bright. Head stays to the end of the beer. 41 points.","9 pounds, Vienna 1/4 pound, Crystal 80 1/2 pound, wheat 1/3 pound, aromatic 1/2 ounce Northern Brewer (8.8%) 60 minutes 1/2 ounce, Northern Brewer 20 minutes 1/2 ounce Hallertau (5.25%) 2 minutes Yeast Labs' Munich Lager","Infusion mash (RIMS) per Dr. Fix (40-60-70C). <br/> <br/> Boil 120 minutes."
"1571",1571,1571,"Bruce's Biere De Garde",29,"Bi<e8>re de Garde",7581,"all-grain","3-5","5 US gallons","malt color value is 30 and SRM is 15 Tasted after 10 days in bottle and I have to admit this is one of the best tasting brews i've ever made. I truely believe that the long lagering had everything to do with the great outcome. It has a malty smooth flavor with a caramel notes at the end with a nice creamy head. Discribed in one word ... delicious!!","Batch: 7 Gals 14 lbs Pilsner (Belgium) 2 Row Malt 2.5 lbs Munich Malt 0.87 lbs Aromatic Malt 0.35 lbs Biscuit Malt 0.5 lbs Caravienne 0.25 lbs Black Patent Malt 0.5 lbs Orange Blossum Honey White Labs European Ale Yeast 1 oz Brewers Gold (60 min) .5 oz Hallertauer (20 min) 1 tsp Irish Moss (15 min)","Mashed at 150 degrees in 1.25 qts water per lb, for 45 minutes<br/> mashed out at 175 for 10 min<br/> sparged 30 min <br/> boiled 30 min w/o hops then proceeded to 60 min boil and hop schedule.<br/> added irish moss last 15 minutes<br/> cooled to 75 degrees and pitched yeast starter<br/>"
